airport,terminal,date,hour,us_avg_wait,us_max_wait,non_us_avg_wait,non_us_max_wait,all_avg_wait,all_max_wait,all_n_0_15,all_n_16_30,all_n_31_45,all_n_46_60,all_n_61_90,all_n_91_120,all_n_120_plus,all_excluded,all_total,all_flights,all_booths
ORD,Terminal 5,2021-01-27,0800 - 0900,2,5,2,7,2,7,33,0,0,0,0,0,0,1,34,1,13
ORD,Terminal 5,2021-01-27,1100 - 1200,5,12,9,17,6,17,98,3,0,0,0,0,0,1,102,4,10
ORD,Terminal 5,2021-01-27,1300 - 1400,16,39,15,38,15,39,228,203,37,0,0,0,0,16,484,4,20
ORD,Terminal 5,2021-01-27,1400 - 1500,20,37,22,36,21,37,36,139,26,0,0,0,0,8,209,4,16
ORD,Terminal 5,2021-01-27,1500 - 1600,7,18,9,17,8,18,98,11,0,0,0,0,0,3,112,3,8
ORD,Terminal 5,2021-01-27,1700 - 1800,22,48,24,48,23,48,77,146,58,10,0,0,0,7,298,3,13
ORD,Terminal 5,2021-01-27,1800 - 1900,7,29,13,29,10,29,219,71,0,0,0,0,0,13,303,6,15
ORD,Terminal 5,2021-01-27,1900 - 2000,8,17,9,15,8,17,67,5,0,0,0,0,0,3,75,2,11
ORD,Terminal 5,2021-01-27,2300 - 0000,11,25,11,25,11,25,99,43,0,0,0,0,0,3,145,1,12
ORD,Terminal 5,2021-01-28,0500 - 0600,19,50,37,58,35,58,35,37,46,82,0,0,0,4,204,1,16
ORD,Terminal 5,2021-01-28,0600 - 0700,17,73,26,82,25,82,98,116,48,9,26,0,0,10,307,2,16
ORD,Terminal 5,2021-01-28,1000 - 1100,0,4,2,6,1,6,26,0,0,0,0,0,0,0,26,1,9
ORD,Terminal 5,2021-01-28,1100 - 1200,19,36,16,36,17,36,38,61,9,0,0,0,0,3,111,2,9
ORD,Terminal 5,2021-01-28,1200 - 1300,5,10,9,16,7,16,76,3,0,0,0,0,0,3,82,3,13
ORD,Terminal 5,2021-01-28,1300 - 1400,14,44,23,67,19,67,237,128,86,4,13,0,0,16,484,5,23
ORD,Terminal 5,2021-01-28,1400 - 1500,7,25,11,25,9,25,118,20,0,0,0,0,0,5,143,2,11
ORD,Terminal 5,2021-01-28,1500 - 1600,2,7,2,6,2,7,60,0,0,0,0,0,0,1,61,2,7
ORD,Terminal 5,2021-01-28,1600 - 1700,0,11,0,0,0,11,36,0,0,0,0,0,0,1,37,2,8
ORD,Terminal 5,2021-01-28,1700 - 1800,10,25,13,37,11,37,153,68,10,0,0,0,0,8,239,4,15
ORD,Terminal 5,2021-01-28,1800 - 1900,6,15,7,13,6,15,176,0,0,0,0,0,0,3,179,3,12
ORD,Terminal 5,2021-01-28,1900 - 2000,0,5,2,8,1,8,55,0,0,0,0,0,0,2,57,2,9
ORD,Terminal 5,2021-01-28,2200 - 2300,21,34,20,33,21,34,47,91,25,0,0,0,0,3,166,1,7
ORD,Terminal 5,2021-01-28,2300 - 0000,9,23,11,22,10,23,243,56,0,0,0,0,0,6,305,3,8
ORD,Terminal 5,2021-01-29,0000 - 0100,9,18,9,18,9,18,87,17,0,0,0,0,0,4,108,1,8
ORD,Terminal 5,2021-01-29,0500 - 0600,20,56,39,57,36,57,26,21,86,58,0,0,0,6,197,1,15
ORD,Terminal 5,2021-01-29,0600 - 0700,20,85,38,87,33,87,146,158,92,97,88,0,0,21,602,4,15
ORD,Terminal 5,2021-01-29,0800 - 0900,4,12,4,10,4,12,47,0,0,0,0,0,0,2,49,1,15
ORD,Terminal 5,2021-01-29,1100 - 1200,5,11,6,11,5,11,123,0,0,0,0,0,0,6,129,4,10
ORD,Terminal 5,2021-01-29,1200 - 1300,15,41,19,41,17,41,187,121,73,0,0,0,0,13,394,4,22
ORD,Terminal 5,2021-01-29,1300 - 1400,3,14,5,12,4,14,127,0,0,0,0,0,0,6,133,4,19
ORD,Terminal 5,2021-01-29,1400 - 1500,5,13,6,16,6,16,142,3,0,0,0,0,0,5,150,2,19
ORD,Terminal 5,2021-01-29,1500 - 1600,23,51,26,51,24,51,121,72,87,48,0,0,0,7,335,4,15
ORD,Terminal 5,2021-01-29,1600 - 1700,7,24,8,14,7,24,140,10,0,0,0,0,0,3,153,5,13
ORD,Terminal 5,2021-01-29,1700 - 1800,12,29,6,24,11,29,113,50,0,0,0,0,0,7,170,4,16
ORD,Terminal 5,2021-01-29,1800 - 1900,11,34,15,36,13,36,353,181,16,0,0,0,0,25,575,4,17
ORD,Terminal 5,2021-01-29,1900 - 2000,9,22,12,22,10,22,154,41,0,0,0,0,0,7,202,2,15
ORD,Terminal 5,2021-01-29,2200 - 2300,9,22,13,22,11,22,165,75,0,0,0,0,0,12,252,3,12
ORD,Terminal 5,2021-01-30,0000 - 0100,6,21,9,21,7,21,120,18,0,0,0,0,0,4,142,2,10
ORD,Terminal 5,2021-01-30,0500 - 0600,17,50,38,63,33,63,47,77,58,88,8,0,0,8,286,2,13
ORD,Terminal 5,2021-01-30,0600 - 0700,33,81,35,82,35,82,96,88,103,92,50,0,0,12,441,3,13
ORD,Terminal 5,2021-01-30,1100 - 1200,12,34,11,34,12,34,210,83,24,0,0,0,0,12,329,5,11
ORD,Terminal 5,2021-01-30,1200 - 1300,1,6,1,2,1,6,40,0,0,0,0,0,0,1,41,1,8
ORD,Terminal 5,2021-01-30,1300 - 1400,18,36,19,37,19,37,256,394,72,0,0,0,0,25,747,6,16
ORD,Terminal 5,2021-01-30,1400 - 1500,10,21,12,21,11,21,112,64,0,0,0,0,0,6,182,2,10
ORD,Terminal 5,2021-01-30,1500 - 1600,6,17,10,17,7,17,224,16,0,0,0,0,0,8,248,4,9
ORD,Terminal 5,2021-01-30,1600 - 1700,4,17,5,13,4,17,360,3,0,0,0,0,0,11,374,7,16
ORD,Terminal 5,2021-01-30,1700 - 1800,3,9,3,6,3,9,62,0,0,0,0,0,0,3,65,3,10
ORD,Terminal 5,2021-01-30,1800 - 1900,17,36,19,40,18,40,200,210,47,0,0,0,0,20,477,5,13
ORD,Terminal 5,2021-01-30,1900 - 2000,4,7,7,7,4,7,15,0,0,0,0,0,0,0,15,1,8
ORD,Terminal 5,2021-01-30,2100 - 2200,1,3,0,0,1,3,21,0,0,0,0,0,0,1,22,2,5
ORD,Terminal 5,2021-01-31,0200 - 0300,28,50,28,50,28,50,17,43,33,11,0,0,0,2,106,1,3
ORD,Terminal 5,2021-01-31,0700 - 0800,29,113,54,115,48,115,116,117,102,23,120,93,0,25,596,4,10
ORD,Terminal 5,2021-01-31,0800 - 0900,24,32,58,82,52,82,6,17,7,0,39,0,0,3,72,1,8
ORD,Terminal 5,2021-01-31,1100 - 1200,3,7,4,7,3,7,22,0,0,0,0,0,0,1,23,1,3
ORD,Terminal 5,2021-01-31,1200 - 1300,9,27,10,27,9,27,346,76,0,0,0,0,0,13,435,8,12
ORD,Terminal 5,2021-01-31,1300 - 1400,8,35,11,35,10,35,320,67,8,0,0,0,0,17,412,5,11
ORD,Terminal 5,2021-01-31,1400 - 1500,17,41,17,41,17,41,132,144,33,0,0,0,0,9,318,3,8
ORD,Terminal 5,2021-01-31,1500 - 1600,31,58,38,60,33,60,50,134,190,100,0,0,0,14,488,4,15
ORD,Terminal 5,2021-01-31,1600 - 1700,26,33,27,33,26,33,7,30,27,0,0,0,0,0,64,1,9
ORD,Terminal 5,2021-01-31,1700 - 1800,18,45,26,44,21,45,82,169,79,0,0,0,0,12,342,2,16
ORD,Terminal 5,2021-01-31,1800 - 1900,11,21,13,21,11,21,136,72,0,0,0,0,0,6,214,4,16
ORD,Terminal 5,2021-01-31,1900 - 2000,8,21,10,20,8,21,330,83,0,0,0,0,0,7,420,3,15
ORD,Terminal 5,2021-01-31,2000 - 2100,2,6,3,5,2,6,100,0,0,0,0,0,0,2,102,1,12
ORD,Terminal 5,2021-01-31,2200 - 2300,13,28,14,28,14,28,131,75,0,0,0,0,0,7,213,2,10
ORD,Terminal 5,2021-01-31,2300 - 0000,8,19,9,19,9,19,119,21,0,0,0,0,0,6,146,1,11
ORD,Terminal 5,2021-02-01,0000 - 0100,12,21,14,21,13,21,87,46,0,0,0,0,0,3,136,1,10
ORD,Terminal 5,2021-02-01,0500 - 0600,24,49,36,62,32,62,62,87,153,60,4,0,0,16,382,2,15
ORD,Terminal 5,2021-02-01,0600 - 0700,22,47,25,47,24,47,73,124,101,7,0,0,0,10,315,2,12
ORD,Terminal 5,2021-02-01,1100 - 1200,22,41,20,41,21,41,109,72,91,0,0,0,0,7,279,3,9
ORD,Terminal 5,2021-02-01,1200 - 1300,8,18,7,18,8,18,193,26,0,0,0,0,0,7,226,3,14
ORD,Terminal 5,2021-02-01,1300 - 1400,17,34,18,37,18,37,93,123,26,0,0,0,0,14,256,2,16
ORD,Terminal 5,2021-02-01,1400 - 1500,6,16,8,19,6,19,234,14,0,0,0,0,0,7,255,4,12
ORD,Terminal 5,2021-02-01,1500 - 1600,12,21,12,24,12,24,224,92,0,0,0,0,0,10,326,3,12
ORD,Terminal 5,2021-02-01,1600 - 1700,7,12,0,0,7,12,52,0,0,0,0,0,0,0,52,1,10
ORD,Terminal 5,2021-02-01,1700 - 1800,8,32,16,32,10,32,211,93,10,0,0,0,0,10,324,4,16
ORD,Terminal 5,2021-02-01,1800 - 1900,8,17,10,18,8,18,262,22,0,0,0,0,0,8,292,2,16
ORD,Terminal 5,2021-02-01,1900 - 2000,3,7,5,6,3,7,67,0,0,0,0,0,0,3,70,1,13
ORD,Terminal 5,2021-02-01,2200 - 2300,21,43,25,47,23,47,26,28,34,1,0,0,0,3,92,1,9
ORD,Terminal 5,2021-02-01,2300 - 0000,14,23,14,23,14,23,76,81,0,0,0,0,0,1,158,1,13
ORD,Terminal 5,2021-02-02,0000 - 0100,3,11,5,12,4,12,136,0,0,0,0,0,0,4,140,1,11
ORD,Terminal 5,2021-02-02,0100 - 0200,14,28,17,31,15,31,50,41,2,0,0,0,0,2,95,1,5
ORD,Terminal 5,2021-02-02,0500 - 0600,29,94,27,95,27,95,76,105,89,23,7,6,0,11,317,2,18
ORD,Terminal 5,2021-02-02,0600 - 0700,27,86,47,118,41,118,59,142,62,62,95,11,0,16,447,3,18
ORD,Terminal 5,2021-02-02,1100 - 1200,11,24,11,24,11,24,121,69,0,0,0,0,0,7,197,3,7
ORD,Terminal 5,2021-02-02,1200 - 1300,3,8,6,8,4,8,32,0,0,0,0,0,0,2,34,2,7
ORD,Terminal 5,2021-02-02,1300 - 1400,8,23,10,24,9,24,165,36,0,0,0,0,0,8,209,4,12
ORD,Terminal 5,2021-02-02,1400 - 1500,7,22,9,23,8,23,239,45,0,0,0,0,0,9,293,3,12
ORD,Terminal 5,2021-02-02,1500 - 1600,13,29,14,29,13,29,72,58,0,0,0,0,0,6,136,2,9
ORD,Terminal 5,2021-02-02,1600 - 1700,5,11,8,16,5,16,83,1,0,0,0,0,0,4,88,2,6
ORD,Terminal 5,2021-02-02,1700 - 1800,12,24,12,24,12,24,150,73,0,0,0,0,0,10,233,1,19
ORD,Terminal 5,2021-02-02,1800 - 1900,3,10,5,10,3,10,213,0,0,0,0,0,0,6,219,3,18
ORD,Terminal 5,2021-02-02,1900 - 2000,3,9,2,4,2,9,15,0,0,0,0,0,0,0,15,1,11
ORD,Terminal 5,2021-02-02,2000 - 2100,3,7,4,7,3,7,66,0,0,0,0,0,0,0,66,1,16
ORD,Terminal 5,2021-02-02,2300 - 0000,11,21,13,21,12,21,99,65,0,0,0,0,0,1,165,1,16
ORD,Terminal 5,2021-02-03,0000 - 0100,11,20,12,20,11,20,91,51,0,0,0,0,0,9,151,1,12
ORD,Terminal 5,2021-02-03,0500 - 0600,17,65,39,66,35,66,49,47,56,64,22,0,0,7,245,1,14
ORD,Terminal 5,2021-02-03,0600 - 0700,12,31,17,42,15,42,89,52,13,0,0,0,0,11,165,1,11
ORD,Terminal 5,2021-02-03,0700 - 0800,11,12,10,13,10,13,18,0,0,0,0,0,0,1,19,1,5
ORD,Terminal 5,2021-02-03,0800 - 0900,5,10,5,12,5,12,43,0,0,0,0,0,0,2,45,1,10
ORD,Terminal 5,2021-02-03,1100 - 1200,5,20,6,16,6,20,76,5,0,0,0,0,0,2,83,2,11
ORD,Terminal 5,2021-02-03,1200 - 1300,7,19,9,19,8,19,188,23,0,0,0,0,0,6,217,3,16
ORD,Terminal 5,2021-02-03,1300 - 1400,10,23,13,26,11,26,141,58,0,0,0,0,0,8,207,2,14
ORD,Terminal 5,2021-02-03,1400 - 1500,12,38,17,36,14,38,181,99,45,0,0,0,0,9,334,5,15
ORD,Terminal 5,2021-02-03,1500 - 1600,14,33,15,32,14,33,132,80,12,0,0,0,0,5,229,2,8
ORD,Terminal 5,2021-02-03,1600 - 1700,2,5,5,13,3,13,31,0,0,0,0,0,0,1,32,1,9
ORD,Terminal 5,2021-02-03,1700 - 1800,9,21,10,21,10,21,150,47,0,0,0,0,0,9,206,1,17
ORD,Terminal 5,2021-02-03,1800 - 1900,4,23,10,23,7,23,278,47,0,0,0,0,0,12,337,6,17
ORD,Terminal 5,2021-02-03,1900 - 2000,4,17,7,17,4,17,135,3,0,0,0,0,0,5,143,2,13
ORD,Terminal 5,2021-02-03,2200 - 2300,5,13,6,13,5,13,127,0,0,0,0,0,0,2,129,1,15
ORD,Terminal 5,2021-02-04,0500 - 0600,21,52,27,83,26,83,58,83,79,8,8,0,0,8,244,1,20
ORD,Terminal 5,2021-02-04,0600 - 0700,35,111,49,126,47,126,20,83,81,61,63,19,3,10,340,2,16
ORD,Terminal 5,2021-02-04,1000 - 1100,4,11,3,10,4,11,66,0,0,0,0,0,0,3,69,1,12
ORD,Terminal 5,2021-02-04,1100 - 1200,4,17,9,26,5,26,72,6,0,0,0,0,0,2,80,4,9
ORD,Terminal 5,2021-02-04,1300 - 1400,10,24,10,26,10,26,231,62,0,0,0,0,0,10,303,4,15
ORD,Terminal 5,2021-02-04,1400 - 1500,13,55,23,55,18,55,85,49,25,13,0,0,0,10,182,2,8
