airport,terminal,date,hour,us_avg_wait,us_max_wait,non_us_avg_wait,non_us_max_wait,all_avg_wait,all_max_wait,all_n_0_15,all_n_16_30,all_n_31_45,all_n_46_60,all_n_61_90,all_n_91_120,all_n_120_plus,all_excluded,all_total,all_flights,all_booths
ORD,Terminal 5,2021-04-25,1300 - 1400,10,26,12,26,11,26,172,72,0,0,0,0,0,4,248,3,14
ORD,Terminal 5,2021-04-25,1400 - 1500,5,10,6,10,5,10,34,0,0,0,0,0,0,0,34,1,12
ORD,Terminal 5,2021-04-25,1500 - 1600,31,88,28,113,30,113,248,146,239,212,11,3,0,28,887,7,21
ORD,Terminal 5,2021-04-25,1600 - 1700,12,24,14,24,12,24,250,97,0,0,0,0,0,9,356,2,15
ORD,Terminal 5,2021-04-25,1700 - 1800,21,43,19,43,21,43,338,284,275,0,0,0,0,27,924,7,16
ORD,Terminal 5,2021-04-25,1800 - 1900,16,28,10,25,15,28,137,147,0,0,0,0,0,6,290,2,16
ORD,Terminal 5,2021-04-25,1900 - 2000,6,26,7,14,6,26,481,15,0,0,0,0,0,9,505,3,16
ORD,Terminal 5,2021-04-25,2200 - 2300,14,40,16,38,15,40,259,212,17,0,0,0,0,12,500,3,15
ORD,Terminal 5,2021-04-25,2300 - 0000,17,34,19,35,18,35,174,221,34,0,0,0,0,12,441,3,15
ORD,Terminal 5,2021-04-26,0000 - 0100,14,24,17,24,15,24,62,59,0,0,0,0,0,3,124,1,10
ORD,Terminal 5,2021-04-26,0300 - 0400,108,186,113,189,112,189,35,24,32,32,68,52,229,22,494,1,13
ORD,Terminal 5,2021-04-26,0700 - 0800,18,44,22,48,19,48,42,31,25,1,0,0,0,7,106,1,5
ORD,Terminal 5,2021-04-26,0800 - 0900,37,112,73,120,64,120,29,38,37,35,84,92,0,17,332,1,9
ORD,Terminal 5,2021-04-26,0900 - 1000,13,23,77,79,45,79,2,2,0,0,4,0,0,1,9,1,6
ORD,Terminal 5,2021-04-26,1100 - 1200,11,27,13,27,12,27,43,27,0,0,0,0,0,2,72,2,6
ORD,Terminal 5,2021-04-26,1200 - 1300,14,27,10,27,13,27,206,155,0,0,0,0,0,7,368,3,13
ORD,Terminal 5,2021-04-26,1300 - 1400,1,13,3,12,2,13,32,0,0,0,0,0,0,1,33,1,12
ORD,Terminal 5,2021-04-26,1400 - 1500,10,27,11,25,10,27,313,61,0,0,0,0,0,9,383,3,16
ORD,Terminal 5,2021-04-26,1500 - 1600,16,52,21,48,18,52,369,292,103,11,0,0,0,29,804,6,18
ORD,Terminal 5,2021-04-26,1700 - 1800,24,43,23,43,24,43,121,382,213,0,0,0,0,17,733,5,16
ORD,Terminal 5,2021-04-26,1800 - 1900,13,23,12,23,13,23,186,155,0,0,0,0,0,7,348,3,17
ORD,Terminal 5,2021-04-26,1900 - 2000,4,16,7,16,5,16,358,2,0,0,0,0,0,8,368,3,14
ORD,Terminal 5,2021-04-26,2200 - 2300,8,21,10,25,9,25,124,19,0,0,0,0,0,5,148,1,14
ORD,Terminal 5,2021-04-26,2300 - 0000,9,19,10,18,9,19,233,26,0,0,0,0,0,8,267,2,15
ORD,Terminal 5,2021-04-27,0100 - 0200,21,36,22,36,21,36,40,51,30,0,0,0,0,5,126,1,6
ORD,Terminal 5,2021-04-27,0600 - 0700,9,68,25,118,20,118,115,70,39,4,4,7,0,7,246,1,11
ORD,Terminal 5,2021-04-27,0700 - 0800,41,159,52,160,49,160,56,80,37,35,65,26,20,17,336,1,10
ORD,Terminal 5,2021-04-27,0800 - 0900,21,111,44,111,30,111,24,17,22,18,1,2,0,4,88,1,8
ORD,Terminal 5,2021-04-27,0900 - 1000,3,5,7,10,6,10,18,0,0,0,0,0,0,0,18,1,4
ORD,Terminal 5,2021-04-27,1100 - 1200,14,27,12,31,13,31,75,49,1,0,0,0,0,5,130,2,11
ORD,Terminal 5,2021-04-27,1200 - 1300,9,22,12,22,10,22,261,74,0,0,0,0,0,9,344,4,13
ORD,Terminal 5,2021-04-27,1300 - 1400,8,24,11,24,10,24,274,64,0,0,0,0,0,8,346,3,18
ORD,Terminal 5,2021-04-27,1400 - 1500,9,24,8,23,9,24,196,34,0,0,0,0,0,6,236,2,20
ORD,Terminal 5,2021-04-27,1500 - 1600,23,66,36,82,27,82,77,296,98,54,17,0,0,15,557,5,14
ORD,Terminal 5,2021-04-27,1700 - 1800,11,40,19,40,13,40,335,174,60,0,0,0,0,19,588,5,14
ORD,Terminal 5,2021-04-27,1800 - 1900,4,17,9,20,5,20,231,14,0,0,0,0,0,8,253,3,12
ORD,Terminal 5,2021-04-27,2200 - 2300,6,16,9,17,7,17,164,7,0,0,0,0,0,5,176,1,15
ORD,Terminal 5,2021-04-28,0500 - 0600,13,67,22,67,19,67,115,110,25,6,7,0,0,7,270,2,12
ORD,Terminal 5,2021-04-28,0700 - 0800,16,31,15,30,15,31,45,42,3,0,0,0,0,3,93,1,6
ORD,Terminal 5,2021-04-28,0900 - 1000,3,13,6,17,5,17,88,2,0,0,0,0,0,3,93,2,7
ORD,Terminal 5,2021-04-28,1100 - 1200,13,27,7,24,11,27,113,54,0,0,0,0,0,6,173,2,9
ORD,Terminal 5,2021-04-28,1200 - 1300,11,22,12,22,11,22,146,65,0,0,0,0,0,7,218,4,12
ORD,Terminal 5,2021-04-28,1300 - 1400,1,5,1,5,1,5,34,0,0,0,0,0,0,2,36,1,9
ORD,Terminal 5,2021-04-28,1400 - 1500,12,28,14,30,14,30,146,101,0,0,0,0,0,9,256,3,14
ORD,Terminal 5,2021-04-28,1500 - 1600,36,101,51,101,43,101,135,79,47,111,167,20,0,19,578,5,14
ORD,Terminal 5,2021-04-28,1600 - 1700,45,58,51,56,45,58,14,0,29,130,0,0,0,0,173,1,9
ORD,Terminal 5,2021-04-28,1700 - 1800,23,47,21,47,22,47,189,102,199,6,0,0,0,8,504,5,13
ORD,Terminal 5,2021-04-28,1800 - 1900,8,17,8,16,8,17,212,17,0,0,0,0,0,6,235,2,7
ORD,Terminal 5,2021-04-28,1900 - 2000,37,80,43,80,41,80,97,85,71,105,137,0,0,16,511,4,14
ORD,Terminal 5,2021-04-28,2000 - 2100,9,23,12,25,10,25,42,18,0,0,0,0,0,2,62,1,7
ORD,Terminal 5,2021-04-28,2200 - 2300,15,41,16,41,16,41,75,51,16,0,0,0,0,5,147,1,15
ORD,Terminal 5,2021-04-28,2300 - 0000,9,20,9,20,9,20,122,26,0,0,0,0,0,5,153,1,12
ORD,Terminal 5,2021-04-29,0500 - 0600,17,56,37,89,32,89,42,59,79,62,1,0,0,8,251,1,12
ORD,Terminal 5,2021-04-29,0700 - 0800,64,159,85,163,79,163,0,29,43,55,67,77,49,10,330,1,10
ORD,Terminal 5,2021-04-29,0800 - 0900,42,124,73,129,58,129,7,34,43,28,76,20,6,6,220,1,14
ORD,Terminal 5,2021-04-29,0900 - 1000,13,17,17,32,16,32,21,20,1,0,0,0,0,2,44,1,8
ORD,Terminal 5,2021-04-29,1100 - 1200,6,21,5,19,6,21,146,15,0,0,0,0,0,3,164,2,10
ORD,Terminal 5,2021-04-29,1200 - 1300,12,27,13,27,12,27,231,115,0,0,0,0,0,10,356,4,18
ORD,Terminal 5,2021-04-29,1300 - 1400,10,32,20,34,17,34,75,108,14,0,0,0,0,4,201,2,18
ORD,Terminal 5,2021-04-29,1400 - 1500,12,51,20,54,15,54,287,122,58,11,0,0,0,13,491,4,16
ORD,Terminal 5,2021-04-29,1500 - 1600,16,39,23,42,17,42,149,48,59,0,0,0,0,9,265,3,12
ORD,Terminal 5,2021-04-29,1700 - 1800,15,39,18,39,16,39,293,220,85,0,0,0,0,19,617,6,16
ORD,Terminal 5,2021-04-29,1800 - 1900,11,19,13,22,11,22,227,63,0,0,0,0,0,9,299,2,15
ORD,Terminal 5,2021-04-29,1900 - 2000,1,8,3,8,2,8,117,0,0,0,0,0,0,3,120,2,11
ORD,Terminal 5,2021-04-29,2200 - 2300,39,99,46,107,43,107,107,124,135,88,135,39,0,18,646,4,15
ORD,Terminal 5,2021-04-29,2300 - 0000,51,85,42,83,46,85,42,36,60,63,105,0,0,14,320,2,14
ORD,Terminal 5,2021-04-30,0500 - 0600,22,43,28,121,26,121,65,77,79,7,2,2,2,7,241,1,9
ORD,Terminal 5,2021-04-30,0600 - 0700,31,68,26,57,30,68,41,30,58,16,10,0,0,8,163,1,9
ORD,Terminal 5,2021-04-30,0700 - 0800,71,131,79,135,77,135,3,11,31,46,102,80,27,17,317,1,6
ORD,Terminal 5,2021-04-30,0900 - 1000,43,63,45,63,44,63,3,10,41,66,5,0,0,5,130,2,8
ORD,Terminal 5,2021-04-30,1100 - 1200,49,93,51,104,50,104,63,49,52,45,187,8,0,13,417,3,13
ORD,Terminal 5,2021-04-30,1200 - 1300,51,74,56,77,53,77,49,11,9,34,210,0,0,11,324,4,17
ORD,Terminal 5,2021-04-30,1300 - 1400,9,23,13,23,10,23,86,35,0,0,0,0,0,4,125,2,9
ORD,Terminal 5,2021-04-30,1400 - 1500,19,112,27,124,22,124,292,258,72,22,30,10,1,21,706,5,18
ORD,Terminal 5,2021-04-30,1500 - 1600,38,62,40,62,38,62,40,61,53,145,10,0,0,12,321,3,13
ORD,Terminal 5,2021-04-30,1600 - 1700,12,21,15,19,12,21,119,45,0,0,0,0,0,5,169,1,13
ORD,Terminal 5,2021-04-30,1700 - 1800,18,55,19,59,18,59,334,196,186,4,0,0,0,23,743,6,13
ORD,Terminal 5,2021-04-30,1800 - 1900,14,82,28,88,20,88,262,192,9,8,46,0,0,22,539,3,14
ORD,Terminal 5,2021-04-30,1900 - 2000,18,40,23,41,19,41,95,172,35,0,0,0,0,10,312,3,13
ORD,Terminal 5,2021-04-30,2200 - 2300,34,64,29,65,31,65,100,134,121,104,9,0,0,10,478,4,11
ORD,Terminal 5,2021-05-01,0000 - 0100,10,24,10,24,10,24,101,22,0,0,0,0,0,4,127,1,11
ORD,Terminal 5,2021-05-01,0500 - 0600,32,61,38,70,37,70,27,63,71,69,16,0,0,8,254,1,15
ORD,Terminal 5,2021-05-01,0700 - 0800,83,179,74,178,77,179,54,56,49,40,75,78,119,19,490,2,9
ORD,Terminal 5,2021-05-01,0900 - 1000,45,63,47,63,47,63,2,7,24,52,7,0,0,3,95,1,7
ORD,Terminal 5,2021-05-01,1100 - 1200,25,51,19,45,24,51,114,139,102,19,0,0,0,15,389,4,14
ORD,Terminal 5,2021-05-01,1200 - 1300,16,38,20,37,17,38,208,290,48,0,0,0,0,19,565,4,18
ORD,Terminal 5,2021-05-01,1300 - 1400,4,9,5,8,5,9,49,0,0,0,0,0,0,1,50,1,11
ORD,Terminal 5,2021-05-01,1400 - 1500,10,38,19,59,14,59,281,69,38,9,0,0,0,11,408,3,15
ORD,Terminal 5,2021-05-01,1500 - 1600,15,42,23,60,18,60,263,224,95,7,0,0,0,20,609,5,18
ORD,Terminal 5,2021-05-01,1600 - 1700,15,38,17,36,15,38,279,48,103,0,0,0,0,11,441,4,16
ORD,Terminal 5,2021-05-01,1700 - 1800,18,37,18,37,18,37,315,417,78,0,0,0,0,21,831,6,15
ORD,Terminal 5,2021-05-01,1800 - 1900,20,29,21,28,20,29,77,336,0,0,0,0,0,5,418,4,14
ORD,Terminal 5,2021-05-01,1900 - 2000,12,34,20,36,14,36,367,311,38,0,0,0,0,24,740,7,16
ORD,Terminal 5,2021-05-01,2000 - 2100,3,10,3,10,3,10,155,0,0,0,0,0,0,4,159,1,14
ORD,Terminal 5,2021-05-01,2200 - 2300,11,25,14,25,12,25,72,45,0,0,0,0,0,6,123,1,8
ORD,Terminal 5,2021-05-01,2300 - 0000,15,32,13,32,14,32,167,102,13,0,0,0,0,11,293,2,8
ORD,Terminal 5,2021-05-02,0500 - 0600,13,57,33,61,28,61,80,59,104,42,3,0,0,10,298,2,15
ORD,Terminal 5,2021-05-02,0600 - 0700,34,95,49,107,45,107,28,73,65,65,95,6,0,11,343,1,8
ORD,Terminal 5,2021-05-02,0800 - 0900,15,55,34,55,25,55,85,70,42,38,0,0,0,6,241,1,7
ORD,Terminal 5,2021-05-02,0900 - 1000,8,29,17,35,14,35,65,42,4,0,0,0,0,4,115,2,5
ORD,Terminal 5,2021-05-02,1100 - 1200,24,61,33,61,28,61,110,113,163,50,4,0,0,12,452,4,14
ORD,Terminal 5,2021-05-02,1200 - 1300,21,39,21,41,21,41,88,193,51,0,0,0,0,10,342,5,14
ORD,Terminal 5,2021-05-02,1300 - 1400,3,13,4,10,3,13,87,0,0,0,0,0,0,4,91,2,15
ORD,Terminal 5,2021-05-02,1400 - 1500,10,29,14,29,11,29,243,104,0,0,0,0,0,12,359,3,16
ORD,Terminal 5,2021-05-02,1500 - 1600,18,54,21,55,19,55,407,285,172,18,0,0,0,24,906,7,20
ORD,Terminal 5,2021-05-02,1600 - 1700,10,19,12,17,10,19,128,30,0,0,0,0,0,3,161,1,15
ORD,Terminal 5,2021-05-02,1700 - 1800,22,51,18,47,21,51,342,256,259,19,0,0,0,31,907,8,16
ORD,Terminal 5,2021-05-02,1800 - 1900,23,30,25,30,23,30,17,161,0,0,0,0,0,4,182,1,16
ORD,Terminal 5,2021-05-02,1900 - 2000,5,15,7,15,6,15,458,0,0,0,0,0,0,9,467,4,15
ORD,Terminal 5,2021-05-02,2200 - 2300,19,40,22,43,21,43,103,137,77,0,0,0,0,9,326,2,13
ORD,Terminal 5,2021-05-02,2300 - 0000,25,50,26,51,25,51,67,318,155,8,0,0,0,16,564,4,11
ORD,Terminal 5,2021-05-03,0000 - 0100,10,20,10,20,10,20,101,21,0,0,0,0,0,6,128,1,10
ORD,Terminal 5,2021-05-03,0500 - 0600,23,92,41,84,37,92,47,44,75,53,34,1,0,8,262,1,12
ORD,Terminal 5,2021-05-03,0700 - 0800,27,130,69,130,54,130,70,80,26,47,106,69,10,22,430,2,11
ORD,Terminal 5,2021-05-03,0900 - 1000,13,14,14,23,13,23,12,5,0,0,0,0,0,1,18,1,9
ORD,Terminal 5,2021-05-03,1100 - 1200,14,31,18,35,16,35,114,114,8,0,0,0,0,4,240,2,17
ORD,Terminal 5,2021-05-03,1200 - 1300,8,19,8,20,8,20,191,11,0,0,0,0,0,7,209,3,18
ORD,Terminal 5,2021-05-03,1300 - 1400,1,15,5,16,2,16,62,1,0,0,0,0,0,3,66,2,15
ORD,Terminal 5,2021-05-03,1400 - 1500,5,16,8,19,7,19,159,10,0,0,0,0,0,8,177,2,24
ORD,Terminal 5,2021-05-03,1500 - 1600,12,52,24,91,17,91,485,158,121,13,20,1,0,35,833,6,24
ORD,Terminal 5,2021-05-03,1600 - 1700,10,22,12,15,10,22,145,26,0,0,0,0,0,6,177,1,13
ORD,Terminal 5,2021-05-03,1700 - 1800,23,47,22,47,23,47,195,293,212,11,0,0,0,23,734,5,17
ORD,Terminal 5,2021-05-03,1800 - 1900,6,14,7,11,6,14,170,0,0,0,0,0,0,6,176,1,17
ORD,Terminal 5,2021-05-03,1900 - 2000,5,17,8,17,5,17,431,12,0,0,0,0,0,6,449,4,15
ORD,Terminal 5,2021-05-03,2200 - 2300,3,12,7,15,5,15,94,0,0,0,0,0,0,3,97,1,10
ORD,Terminal 5,2021-05-03,2300 - 0000,7,19,9,19,8,19,241,31,0,0,0,0,0,6,278,2,13
ORD,Terminal 5,2021-05-04,0300 - 0400,25,39,24,40,24,40,18,50,41,0,0,0,0,4,113,1,4
ORD,Terminal 5,2021-05-04,0500 - 0600,17,58,34,58,31,58,75,84,98,85,0,0,0,11,353,1,14
ORD,Terminal 5,2021-05-04,0700 - 0800,29,75,44,85,41,85,40,86,55,63,89,0,0,8,341,1,12
ORD,Terminal 5,2021-05-04,0800 - 0900,14,47,35,48,26,48,32,16,40,7,0,0,0,6,101,1,12
ORD,Terminal 5,2021-05-04,0900 - 1000,3,5,6,11,5,11,24,0,0,0,0,0,0,0,24,1,7
ORD,Terminal 5,2021-05-04,1100 - 1200,34,62,28,59,31,62,98,74,170,93,2,0,0,18,455,5,17
ORD,Terminal 5,2021-05-04,1200 - 1300,22,37,19,40,19,40,88,101,43,0,0,0,0,12,244,2,18
ORD,Terminal 5,2021-05-04,1300 - 1400,15,32,16,31,16,32,180,253,2,0,0,0,0,11,446,4,18
ORD,Terminal 5,2021-05-04,1400 - 1500,10,28,12,27,11,28,306,90,0,0,0,0,0,16,412,3,19
ORD,Terminal 5,2021-05-04,1500 - 1600,7,18,9,18,7,18,158,11,0,0,0,0,0,6,175,3,10
ORD,Terminal 5,2021-05-04,1600 - 1700,11,20,11,19,11,20,124,47,0,0,0,0,0,5,176,1,16
ORD,Terminal 5,2021-05-04,1700 - 1800,11,33,15,32,12,33,289,153,4,0,0,0,0,17,463,4,16
ORD,Terminal 5,2021-05-04,1800 - 1900,7,17,7,17,7,17,302,18,0,0,0,0,0,6,326,3,15
ORD,Terminal 5,2021-05-04,1900 - 2000,1,8,3,6,1,8,117,0,0,0,0,0,0,2,119,2,12
ORD,Terminal 5,2021-05-04,2200 - 2300,14,34,17,36,16,36,119,118,16,0,0,0,0,7,260,2,9
ORD,Terminal 5,2021-05-05,0500 - 0600,18,51,31,63,24,63,57,49,69,5,1,0,0,5,186,2,10
ORD,Terminal 5,2021-05-05,0800 - 0900,11,22,13,24,12,24,89,49,0,0,0,0,0,8,146,1,10
ORD,Terminal 5,2021-05-05,0900 - 1000,7,17,8,18,8,18,96,5,0,0,0,0,0,3,104,2,10
ORD,Terminal 5,2021-05-05,1100 - 1200,2,5,3,6,2,6,67,0,0,0,0,0,0,2,69,1,9
ORD,Terminal 5,2021-05-05,1200 - 1300,6,20,6,18,6,20,219,8,0,0,0,0,0,9,236,5,15
ORD,Terminal 5,2021-05-05,1300 - 1400,12,37,17,44,15,44,123,75,17,0,0,0,0,6,221,3,17
ORD,Terminal 5,2021-05-05,1400 - 1500,4,13,6,15,5,15,144,0,0,0,0,0,0,7,151,2,15
ORD,Terminal 5,2021-05-05,1500 - 1600,40,88,45,88,43,88,149,55,32,74,219,0,0,18,547,4,15
ORD,Terminal 5,2021-05-05,1700 - 1800,27,68,28,65,27,68,110,133,200,41,2,0,0,18,504,5,12
ORD,Terminal 5,2021-05-05,1800 - 1900,17,30,14,30,16,30,92,147,0,0,0,0,0,9,248,2,13
ORD,Terminal 5,2021-05-05,1900 - 2000,17,42,24,48,19,48,186,216,71,5,0,0,0,18,496,5,11
ORD,Terminal 5,2021-05-05,2000 - 2100,3,10,5,12,4,12,96,0,0,0,0,0,0,4,100,2,9
ORD,Terminal 5,2021-05-05,2300 - 0000,18,47,21,47,20,47,153,190,73,5,0,0,0,13,434,3,12
ORD,Terminal 5,2021-05-06,0000 - 0100,24,37,28,41,27,41,13,73,64,0,0,0,0,4,154,1,11
ORD,Terminal 5,2021-05-06,0500 - 0600,30,82,37,69,32,82,48,30,36,58,4,0,0,6,182,1,9
ORD,Terminal 5,2021-05-06,0600 - 0700,24,71,27,76,26,76,52,74,45,6,9,0,0,6,192,1,7
ORD,Terminal 5,2021-05-06,0800 - 0900,20,51,30,51,25,51,56,88,60,17,0,0,0,12,233,1,9
ORD,Terminal 5,2021-05-06,0900 - 1000,8,9,19,26,15,26,12,17,0,0,0,0,0,2,31,1,8
ORD,Terminal 5,2021-05-06,1100 - 1200,3,7,4,6,3,7,29,0,0,0,0,0,0,1,30,1,6
ORD,Terminal 5,2021-05-06,1200 - 1300,7,19,8,22,7,22,368,34,0,0,0,0,0,17,419,4,17
ORD,Terminal 5,2021-05-06,1300 - 1400,1,5,2,4,1,5,48,0,0,0,0,0,0,1,49,1,17
ORD,Terminal 5,2021-05-06,1400 - 1500,9,47,17,60,13,60,239,111,16,5,0,0,0,11,382,5,21
ORD,Terminal 5,2021-05-06,1500 - 1600,25,54,28,59,26,59,105,99,114,36,0,0,0,17,371,4,15
ORD,Terminal 5,2021-05-06,1600 - 1700,7,19,6,17,7,19,276,29,0,0,0,0,0,7,312,2,13
ORD,Terminal 5,2021-05-06,1700 - 1800,6,22,7,13,6,22,327,6,0,0,0,0,0,6,339,5,15
ORD,Terminal 5,2021-05-06,1800 - 1900,11,35,17,35,13,35,252,124,29,0,0,0,0,13,418,2,16
ORD,Terminal 5,2021-05-06,1900 - 2000,11,23,14,24,13,24,82,56,0,0,0,0,0,5,143,1,16
ORD,Terminal 5,2021-05-06,2200 - 2300,56,106,46,106,49,106,85,77,61,58,100,77,0,14,472,3,10
ORD,Terminal 5,2021-05-06,2300 - 0000,75,117,82,120,79,120,6,6,4,14,186,85,0,7,308,2,10
ORD,Terminal 5,2021-05-07,0000 - 0100,43,65,43,66,43,66,13,0,51,54,11,0,0,7,136,1,10
ORD,Terminal 5,2021-05-07,0500 - 0600,24,43,30,43,27,43,38,58,91,0,0,0,0,5,192,1,11
ORD,Terminal 5,2021-05-07,0700 - 0800,71,107,71,110,71,110,0,3,29,28,90,46,0,6,202,1,5
ORD,Terminal 5,2021-05-07,0800 - 0900,58,103,63,112,61,112,3,28,51,34,80,42,0,8,246,1,7
ORD,Terminal 5,2021-05-07,0900 - 1000,49,79,63,81,60,81,6,4,0,37,78,0,0,5,130,2,7
ORD,Terminal 5,2021-05-07,1100 - 1200,2,7,4,7,3,7,26,0,0,0,0,0,0,0,26,1,6
ORD,Terminal 5,2021-05-07,1200 - 1300,7,22,9,29,7,29,337,35,0,0,0,0,0,14,386,4,17
ORD,Terminal 5,2021-05-07,1300 - 1400,5,15,5,10,5,15,69,0,0,0,0,0,0,3,72,2,15
ORD,Terminal 5,2021-05-07,1400 - 1500,8,34,20,85,14,85,230,87,17,7,11,0,0,12,364,5,20
ORD,Terminal 5,2021-05-07,1500 - 1600,27,75,33,80,30,80,171,289,125,157,34,0,0,20,796,7,22
ORD,Terminal 5,2021-05-07,1600 - 1700,6,17,8,17,7,17,323,8,0,0,0,0,0,5,336,2,15
ORD,Terminal 5,2021-05-07,1700 - 1800,20,45,18,41,20,45,265,438,128,0,0,0,0,26,857,8,17
ORD,Terminal 5,2021-05-07,1800 - 1900,10,21,14,21,10,21,196,51,0,0,0,0,0,2,249,2,13
ORD,Terminal 5,2021-05-07,1900 - 2000,6,20,9,20,8,20,208,22,0,0,0,0,0,8,238,2,14
ORD,Terminal 5,2021-05-07,2200 - 2300,12,46,17,46,15,46,85,49,13,2,0,0,0,5,154,1,12
ORD,Terminal 5,2021-05-07,2300 - 0000,20,53,26,51,24,53,80,108,74,24,0,0,0,9,295,2,12
ORD,Terminal 5,2021-05-08,0100 - 0200,10,22,11,23,11,23,95,34,0,0,0,0,0,3,132,1,11
ORD,Terminal 5,2021-05-08,0500 - 0600,18,53,22,53,20,53,64,73,30,3,0,0,0,4,174,1,9
ORD,Terminal 5,2021-05-08,0600 - 0700,24,120,27,120,26,120,62,79,12,4,11,8,0,4,180,1,15
ORD,Terminal 5,2021-05-08,0700 - 0800,19,49,26,48,22,49,61,53,49,9,0,0,0,10,182,1,6
ORD,Terminal 5,2021-05-08,0900 - 1000,10,24,14,27,13,27,35,26,0,0,0,0,0,2,63,1,3
ORD,Terminal 5,2021-05-08,1100 - 1200,27,69,42,73,37,73,33,70,106,55,36,0,0,10,310,3,12
ORD,Terminal 5,2021-05-08,1200 - 1300,42,63,44,64,43,64,54,15,196,291,17,0,0,19,592,5,13
ORD,Terminal 5,2021-05-08,1300 - 1400,8,24,9,24,8,24,101,20,0,0,0,0,0,4,125,3,9
ORD,Terminal 5,2021-05-08,1400 - 1500,16,68,18,66,17,68,262,274,21,7,6,0,0,23,593,5,13
ORD,Terminal 5,2021-05-08,1500 - 1600,34,65,34,61,34,65,94,133,233,151,4,0,0,18,633,5,15
ORD,Terminal 5,2021-05-08,1600 - 1700,8,16,7,14,8,16,290,4,0,0,0,0,0,7,301,2,14
ORD,Terminal 5,2021-05-08,1700 - 1800,19,46,19,45,19,46,402,275,208,3,0,0,0,24,912,6,14
ORD,Terminal 5,2021-05-08,1800 - 1900,7,27,16,29,9,29,437,84,0,0,0,0,0,17,538,4,13
ORD,Terminal 5,2021-05-08,1900 - 2000,4,15,5,16,5,16,157,2,0,0,0,0,0,4,163,2,12
ORD,Terminal 5,2021-05-08,2000 - 2100,6,18,10,19,7,19,258,20,0,0,0,0,0,6,284,2,14
ORD,Terminal 5,2021-05-08,2200 - 2300,10,29,16,29,13,29,86,59,0,0,0,0,0,4,149,1,10
ORD,Terminal 5,2021-05-08,2300 - 0000,18,34,18,35,18,35,105,140,40,0,0,0,0,11,296,2,10
ORD,Terminal 5,2021-05-09,0500 - 0600,23,49,31,49,27,49,75,113,113,29,0,0,0,9,339,3,12
ORD,Terminal 5,2021-05-09,0600 - 0700,21,78,24,55,22,78,58,91,9,13,5,0,0,6,182,1,8
ORD,Terminal 5,2021-05-09,0800 - 0900,18,41,33,53,24,53,47,55,34,18,0,0,0,5,159,1,5
ORD,Terminal 5,2021-05-09,0900 - 1000,11,23,12,23,11,23,46,16,0,0,0,0,0,2,64,1,7
ORD,Terminal 5,2021-05-09,1000 - 1100,7,11,9,16,8,16,44,3,0,0,0,0,0,3,50,1,4
ORD,Terminal 5,2021-05-09,1100 - 1200,14,27,16,29,15,29,79,87,0,0,0,0,0,7,173,2,12
ORD,Terminal 5,2021-05-09,1200 - 1300,9,21,9,20,9,21,402,74,0,0,0,0,0,15,491,6,12
ORD,Terminal 5,2021-05-09,1300 - 1400,7,36,4,22,6,36,114,1,6,0,0,0,0,5,126,4,13
ORD,Terminal 5,2021-05-09,1400 - 1500,10,23,12,29,10,29,392,173,0,0,0,0,0,22,587,6,16
ORD,Terminal 5,2021-05-09,1500 - 1600,14,49,12,39,13,49,327,280,11,1,0,0,0,15,634,6,13
ORD,Terminal 5,2021-05-09,1600 - 1700,5,14,6,13,5,14,342,0,0,0,0,0,0,8,350,2,15
ORD,Terminal 5,2021-05-09,1700 - 1800,16,41,16,39,16,41,335,332,79,0,0,0,0,26,772,6,19
ORD,Terminal 5,2021-05-09,1800 - 1900,10,20,11,19,10,20,484,118,0,0,0,0,0,14,616,4,18
ORD,Terminal 5,2021-05-09,1900 - 2000,9,15,10,15,10,15,136,0,0,0,0,0,0,5,141,1,19
ORD,Terminal 5,2021-05-09,2200 - 2300,11,31,13,32,12,32,385,189,4,0,0,0,0,21,599,4,16
ORD,Terminal 5,2021-05-09,2300 - 0000,7,23,11,23,8,23,115,9,0,0,0,0,0,3,127,1,14
ORD,Terminal 5,2021-05-10,0000 - 0100,12,26,14,26,13,26,84,68,0,0,0,0,0,9,161,1,13
ORD,Terminal 5,2021-05-10,0100 - 0200,9,29,9,29,9,29,100,21,0,0,0,0,0,7,128,1,14
ORD,Terminal 5,2021-05-10,0500 - 0600,30,56,39,57,34,57,39,41,79,62,0,0,0,5,226,2,10
ORD,Terminal 5,2021-05-10,0700 - 0800,23,55,35,59,29,59,34,17,28,26,0,0,0,7,112,1,10
ORD,Terminal 5,2021-05-10,0900 - 1000,4,8,3,9,3,9,22,0,0,0,0,0,0,2,24,1,5
ORD,Terminal 5,2021-05-10,1100 - 1200,13,33,20,39,17,39,67,80,19,0,0,0,0,7,173,3,14
ORD,Terminal 5,2021-05-10,1200 - 1300,12,24,9,23,12,24,182,108,0,0,0,0,0,6,296,2,16
ORD,Terminal 5,2021-05-10,1300 - 1400,2,16,1,7,2,16,120,2,0,0,0,0,0,3,125,3,17
ORD,Terminal 5,2021-05-10,1400 - 1500,33,100,38,100,36,100,186,125,106,50,119,18,0,16,620,4,20
ORD,Terminal 5,2021-05-10,1500 - 1600,50,88,62,100,53,100,60,61,63,57,256,4,0,16,517,5,20
ORD,Terminal 5,2021-05-10,1600 - 1700,16,29,12,27,15,29,180,161,0,0,0,0,0,7,348,2,17
ORD,Terminal 5,2021-05-10,1700 - 1800,14,31,15,33,14,33,263,291,15,0,0,0,0,22,591,4,18
